eventname	eventdate	ordernum	contentabst	contact	presenter	jobid	postdate
Singapore's Best Workplaces Awards	2016-11-02	3	Dancing is your secret weapon for happiness and health.	1322989	374576	92114	2015-10-07
Singapore's Best Workplaces Awards	2017-08-03	1	Opening Speech	34828	374586	92120	2017-04-24
Singapore's Best Workplaces Awards	2017-08-03	2	Quality control and tracking if everything went well as you planned it should be.	34870	374576	92114	2015-10-07
Singapore's Best Workplaces Awards	2017-08-03	3	How to manage mental illness.	454321	374586	92120	2017-04-24
Singapore's Best Workplaces Awards	2017-08-03	4	Are Love And Tolerance The Same?	3811125	308	92122	2017-04-24
Singapore's Best Workplaces Awards	2017-08-03	5	Education is the best weapon against poverty.	25528	374576	92114	2015-10-07
Singapore's Best Workplaces Awards	2017-08-03	6	The impacts of the cost and request of the commodities generated by farming and agriculture	12532	454306	92134	2015-11-07
Singapore's Best Workplaces Awards	2018-10-03	1	Opening Speech	3180714	374576	92114	2015-10-07
Singapore's Best Workplaces Awards	2018-10-03	2	How LGBT youth are protected.	2682286	454306	92134	2015-11-07
Singapore's Best Workplaces Awards	2018-10-03	3	How to set and achieve unrealistic goals.	25947	295	92111	2015-03-20
Singapore-Industry Scholarship Award Ceremony	2015-11-01	1	Opening Speech	38766	120336	92120	2015-06-08
Singapore-Industry Scholarship Award Ceremony	2015-11-01	2	The benefits of online learning.	25957	374588	92172	2015-10-07
Singapore-Industry Scholarship Award Ceremony	2015-11-01	3	Why technology is a bad thing for growing minds.	38754	374588	92172	2015-10-07
Singapore-Industry Scholarship Award Ceremony	2015-11-01	4	How to increase your motivation.	52118	295	92111	2015-03-20
Singapore-Industry Scholarship Award Ceremony	2016-04-08	1	Opening Speech	12793	120336	92120	2015-06-08
Singapore-Industry Scholarship Award Ceremony	2017-06-05	1	Opening Speech	146019	374586	92120	2017-04-24
Singapore-International Energy Agency Forum	2016-05-10	1	Opening Speech	320330	374576	92114	2015-10-07
Singapore-International Energy Agency Forum	2016-05-10	2	The Growth Of Business In Developing And Undeveloped Countries	1983706	295	92111	2015-03-20
Singapore-International Energy Agency Forum	2016-05-10	3	Telecommuting, job sharing, part-time and other flexible work arrangements.	1301424	295	92111	2015-03-20
Singapore-International Energy Agency Forum	2017-06-11	1	Opening Speech	2873386	374586	92120	2017-04-24
Singapore-International Energy Agency Forum	2017-06-11	2	The danger of putting too much personal information on social networks.	25935	295	92111	2015-03-20
Singapore-International Energy Agency Forum	2017-06-11	3	How to take your next big step in life.	1309859	374586	92120	2017-04-24
Singapore-International Energy Agency Forum	2017-06-11	4	Change doesn't equal progress.	2682322	295	92111	2015-03-20
Singapore-International Energy Agency Forum	2018-04-27	1	Opening Speech	3433	454306	92134	2015-11-07
Singapore-International Energy Agency Forum	2018-04-27	2	The importance of wearing your seatbelt.	25900	374578	92117	2015-10-07
Singapore-International Energy Agency Forum	2018-04-27	3	Why is there aÂ Titanic replica?	25574	374576	92114	2015-10-07
Singapore-International Energy Agency Forum	2018-04-27	4	Stress management-reduce, prevent and cope with stress.	3659	374578	92098	2015-10-07
Singapore-International Energy Agency Forum	2018-04-27	5	Fish In Seas Are Oceans Are No Longer In Large Numbers. Why?	34846	374576	92114	2015-10-07
Singapore-International Energy Agency Forum	2018-04-27	6	What rights consumers have.	3520175	374578	92117	2015-10-07
SIT Graduation Ceremony	2016-10-20	1	Opening Speech	2137547	374578	92117	2015-10-07
SIT Graduation Ceremony	2016-10-20	2	Single Parenting And How It Affects College Students	3784528	374588	92124	2016-08-07
SIT Graduation Ceremony	2016-10-20	3	The endangerment of tigers.	25818	374576	92114	2015-10-07
SIT Graduation Ceremony	2016-10-20	4	Why Americans are so obese.	3048093	374588	92124	2016-08-07
SIT Graduation Ceremony	2016-10-20	5	How our immune system works to keep you physically strong and capable.	3740988	454306	92134	2015-11-07
SIT Graduation Ceremony	2016-10-20	6	Irrigation Farming Techniques In The Middle East	25728	120336	92120	2015-06-08
SIT Graduation Ceremony	2016-10-20	7	The best and worst abdominal exercises in a gym.	26020	374578	92117	2015-10-07
SIT Graduation Ceremony	2017-01-13	1	Opening Speech	1322963	295	92111	2015-03-20
SIT Graduation Ceremony	2017-01-13	2	Obesity facts and figures.	26027	374588	92124	2016-08-07
SIT Graduation Ceremony	2017-01-13	3	Workout myths and lies.	870378	454306	92134	2015-11-07
SIT Graduation Ceremony	2018-01-12	1	Opening Speech	2834716	374578	92098	2015-10-07
SIT Graduation Ceremony	2018-01-12	2	The Essence Of Education In Building An Industrial Society	2873245	295	92111	2015-03-20
SIT Graduation Ceremony	2018-01-12	3	Calcium is important	12679	2649564	92120	2017-09-22
SIT Graduation Ceremony	2018-01-12	4	A guide to different social media sites.	3694402	374588	92128	2017-05-07
SIT Graduation Ceremony	2018-01-12	5	Reducing Domestic Violence Today	2369557	2649564	92120	2017-09-22
SkillsFuture Earn and Learn Carnival	2015-06-25	1	Opening Speech	2834801	295	92111	2015-03-20
SkillsFuture Earn and Learn Carnival	2015-06-25	2	Irrigation Farming Techniques In The Middle East	12604	310	92172	2015-03-20
SkillsFuture Earn and Learn Carnival	2015-06-25	3	Totem poles and obelisks are symbols of unity, tradition and pride.	25568	310	92172	2015-03-20
SkillsFuture Earn and Learn Carnival	2015-06-25	4	Should You Include An Advertising Topic In Your Company's Primary Activity?	26013	300	92098	2015-03-20
SkillsFuture Earn and Learn Carnival	2015-06-25	5	The significance of accounting studies	2060615	300	92098	2015-03-20
SkillsFuture Earn and Learn Carnival	2015-06-25	6	Availability and purity of water.	25972	295	92111	2015-03-20
SkillsFuture Earn and Learn Carnival	2017-03-11	1	Opening Speech	25500	374588	92124	2016-08-07
SkillsFuture Earn and Learn Carnival	2017-03-11	2	How to find student discounts.	3621	374588	92124	2016-08-07
SkillsFuture Earn and Learn Carnival	2017-03-11	3	The need for mandatory drug testing in our society.	12620	374578	92117	2015-10-07
SkillsFuture Earn and Learn Carnival	2017-03-11	4	Most Terrible Floods In The World	186151	374578	92117	2015-10-07
SkillsFuture Earn and Learn Carnival	2017-03-11	5	How Many Hours Should You Spend In The Gym?	307497	374578	92098	2015-10-07
SkillsFuture Festival @ SMU	2015-11-11	1	Opening Speech	387216	120336	92120	2015-06-08
SkillsFuture Festival @ SMU	2015-11-11	2	Why global population keeps growing.	2673106	374576	92114	2015-10-07
SkillsFuture Festival @ SMU	2015-11-11	3	The benefits of wind tunnels on transport.	493193	374588	92172	2015-10-07
SkillsFuture Festival @ SMU	2016-06-25	1	Opening Speech	3321939	374576	92114	2015-10-07
SkillsFuture Festival @ SMU	2016-06-25	2	How satellites help communication.	892654	120336	92120	2015-06-08
SkillsFuture Festival @ SMU	2016-06-25	3	The latest discoveries in astronomy.	560386	295	92111	2015-03-20
SkillsFuture Festival @ SMU	2016-06-25	4	The best natural medicines.	12607	374588	92132	2016-06-13
SkillsFuture Festival @ SMU	2016-06-25	5	How To Build A World Which Operates On Alternative Sources Of Energy	34729	374576	92114	2015-10-07
SkillsFuture Festival @ SMU	2016-06-25	6	Famous parliament buildings	12515	374588	92132	2016-06-13
SkillsFuture Festival @ SMU	2016-06-25	7	The best health care plans.	74589	374578	92098	2015-10-07
SkillsFuture Festival @ SMU	2017-08-10	1	Opening Speech	12387	374586	92120	2017-04-24
SkillsFuture Festival @ SMU	2017-08-10	2	Why public speaking is the number one phobia on the planet.	12469	374586	92120	2017-04-24
SkillsFuture Festival @ SMU	2017-08-10	3	The impacts of the cost and request of the commodities generated by farming and agriculture	1309819	308	92122	2017-04-24
SkillsFuture Festival @ SMU	2017-08-10	4	How it is to work in the fast food industry.	2682326	374578	92117	2015-10-07
Smart Nation Initiative at IoT Asia	2016-09-15	1	Opening Speech	320555	454306	92134	2015-11-07
Smart Nation Initiative at IoT Asia	2017-02-21	1	Opening Speech	399935	295	92111	2015-03-20
Smart Nation Initiative at IoT Asia	2017-02-21	2	The importance of sustainable development for future generations.	25504	374586	92122	2016-08-15
Smart Nation Initiative at IoT Asia	2017-02-21	3	How to present yourself with confidence.	1310006	295	92111	2015-03-20
Smart Nation Initiative at IoT Asia	2017-02-21	4	Multiple Sclerosis symptoms, causes, treatment and life expectancy.	2818641	120336	92120	2015-06-08
Smart Nation Initiative at IoT Asia	2018-06-24	1	Opening Speech	12438	3404254	92120	2018-05-07
Smart Nation Initiative at IoT Asia	2018-06-24	2	Managing and controlling type 2 diabetes.	3048078	3404254	92120	2018-05-07
Smart Nation Initiative at IoT Asia	2018-06-24	3	Availability and purity of water.	3432	374578	92117	2015-10-07
Smart Nation Innovations Week Opening Symposium	2016-07-12	1	Opening Speech	2673025	295	92111	2015-03-20
Smart Nation Innovations Week Opening Symposium	2016-07-12	2	What's The Role Of Increased Censorship When It Comes To Advertising	2834776	295	92111	2015-03-20
Smart Nation Innovations Week Opening Symposium	2016-07-12	3	Store fixtures (offer ten solid examples and their benefits) like displays, goodie racks, inventive approaches, etc:	65250	295	92111	2015-03-20
Smart Nation Innovations Week Opening Symposium	2016-07-12	4	The considerable shortage of women in Alaska	12401	454306	92134	2015-11-07
Smart Nation Innovations Week Opening Symposium	2017-11-26	1	Opening Speech	2818619	2649564	92120	2017-09-22
Smart Nation Innovations Week Opening Symposium	2017-11-26	2	The nutritional value of pickles.	25737	374578	92117	2015-10-07
Smart Nation Innovations Week Opening Symposium	2017-11-26	3	Partnership models.	25598	2649564	92120	2017-09-22
Smart Nation Innovations Week Opening Symposium	2018-08-29	1	Opening Speech	2834795	3404254	92120	2018-05-07
Smart Nation Innovations Week Opening Symposium	2018-08-29	2	The endangerment of tigers.	3659	374576	92114	2015-10-07
Smart Nation Innovations Week Opening Symposium	2018-08-29	3	How much of our brain do we actually use?	2682298	3404254	92120	2018-05-07
Smart Nation Innovations Week Opening Symposium	2018-08-29	4	The negative effects of the privatization of higher education.	2808563	454306	92134	2015-11-07
SMCCI Food and Fashion Festival	2016-10-07	1	Opening Speech	12710	374586	92122	2016-08-15
SMCCI Food and Fashion Festival	2016-10-07	2	Effective Methods Of Losing Weight Without Straining Your Body	25984	374578	92117	2015-10-07
SMCCI Food and Fashion Festival	2017-06-05	1	Opening Speech	2873377	374586	92120	2017-04-24
SMCCI Food and Fashion Festival	2017-06-05	2	How to find student discounts.	1322457	374586	92120	2017-04-24
SMCCI Food and Fashion Festival	2017-06-05	3	How to reduce asthma attacks.	3294476	374586	92120	2017-04-24
SMCCI Food and Fashion Festival	2018-09-23	1	Opening Speech	25824	295	92111	2015-03-20
SMCCI Food and Fashion Festival	2018-09-23	2	Creating A Simple Business Plan	25721	454306	92134	2015-11-07
SMCCI Food and Fashion Festival	2018-09-23	3	The best way to spend your senior year.	3811159	374578	92098	2015-10-07
SMU Academy Anniversary	2015-11-30	1	Opening Speech	312	374586	92175	2015-10-07
SMU Academy Anniversary	2015-11-30	2	Most Terrible Floods In The World	12479	120336	92120	2015-06-08
SMU Academy Anniversary	2015-11-30	3	Why underwater welding is dangerous.	25605	374578	92117	2015-10-07
SMU Academy Anniversary	2015-11-30	4	Top stretching and warm up tips.	2399715	374576	92114	2015-10-07
SMU Academy Anniversary	2016-10-12	1	Opening Speech	12777	120336	92120	2015-06-08
SMU Academy Anniversary	2016-10-12	2	The craziest scientists in history.	3764074	120336	92120	2015-06-08
SMU Academy Anniversary	2016-10-12	3	Creative accounting and the financial accounting standards. What is right and what is wrong? What are the gray zones you have to avoid?	25721	374586	92122	2016-08-15
SMU Academy Anniversary	2017-02-28	1	Opening Speech	3436	374578	92117	2015-10-07
SMU Academy Anniversary	2017-02-28	2	Irrigation Farming Techniques In The Middle East	25832	374586	92122	2016-08-15
SMU Academy Anniversary	2017-02-28	3	The history of global crime.	34833	295	92111	2015-03-20
SMU Academy Anniversary	2017-02-28	4	Autism and its effects.	3027771	120336	92120	2015-06-08
SMU Award Ceremony	2016-04-17	1	Opening Speech	3741362	120336	92120	2015-06-08
SMU Award Ceremony	2016-04-17	2	What are the effects of self-harm?	3624361	374578	92117	2015-10-07
SMU Award Ceremony	2016-04-17	3	How Would The Economy Change If Everyone Decided To Produce His Or Her Food?	3694486	374576	92114	2015-10-07
SMU Award Ceremony	2017-11-03	1	Opening Speech	2673089	374576	92114	2015-10-07
SMU Award Ceremony	2017-11-03	2	How is text messaging affecting teen literacy?	2124702	374578	92117	2015-10-07
SMU Award Ceremony	2017-11-03	3	How to find student discounts.	2682353	295	92111	2015-03-20
SMU Award Ceremony	2017-11-03	4	The Maslow's hierarchy of needs theory.	65582	2649564	92120	2017-09-22
SMU Award Ceremony	2017-11-03	5	How to get rid of blubbering cellulite adipose tissue on your waist.	3554855	454306	92134	2015-11-07
SMU Award Ceremony	2017-11-03	6	How to set and achieve unrealistic goals.	320378	2649564	92120	2017-09-22
SMU Award Ceremony	2018-06-27	1	Opening Speech	65118	374576	92114	2015-10-07
SMU Award Ceremony	2018-06-27	2	The prevalence of dangerous chemicals in the workplace.	466994	374578	92098	2015-10-07
SMU Commencement Opening Ceremony	2016-05-21	1	Opening Speech	25440	120336	92120	2015-06-08
SMU Commencement Opening Ceremony	2016-05-21	2	The Future Of GMO's In Agriculture	1323019	120336	92120	2015-06-08
SMU Commencement Opening Ceremony	2016-05-21	3	Effects Of A Rising Population	173882	374578	92098	2015-10-07
SMU Commencement Opening Ceremony	2017-07-20	1	Opening Speech	25538	374586	92120	2017-04-24
SMU Commencement Opening Ceremony	2017-07-20	2	The effects of eating disorders.	25924	374586	92120	2017-04-24
SMU Commencement Opening Ceremony	2017-07-20	3	Are Love And Tolerance The Same?	155138	374578	92117	2015-10-07
SMU Commencement Opening Ceremony	2017-07-20	4	Opportunities of internet advertising.	320330	374576	92114	2015-10-07
SMU Commencement Opening Ceremony	2017-07-20	5	Most Terrible Floods In The World	2711514	374578	92117	2015-10-07
SMU Commencement Opening Ceremony	2018-02-10	1	Opening Speech	12653	374578	92117	2015-10-07
SMU Commencement Opening Ceremony	2018-02-10	2	How light emitting diode lamps work.	2369769	2649564	92120	2017-09-22
SMU Leadership Symposium	2015-07-23	1	Opening Speech	3259428	306	92179	2015-03-20
SMU Leadership Symposium	2015-07-23	2	Backing up trade secrets with a signed confidentiality agreement.	2847108	300	92117	2015-03-20
SMU Leadership Symposium	2015-07-23	3	Why health care policies are important.	1898496	308	92170	2015-03-20
SMU Leadership Symposium	2015-07-23	4	How to construct an argument.	534407	120336	92120	2015-06-08
SMU Leadership Symposium	2016-11-16	1	Opening Speech	2834794	120336	92120	2015-06-08
SMU Leadership Symposium	2017-01-05	1	Opening Speech	25637	374586	92122	2016-08-15
SMU Leadership Symposium	2017-01-05	2	The Importance Of Eating Healthy Food	2900198	120336	92120	2015-06-08
SMU Leadership Symposium	2017-01-05	3	How to make the U.S. a better country.	3195237	374578	92117	2015-10-07
SMU Leadership Symposium	2017-01-05	4	The necessity of mandatory HIV/AIDS testing	146040	295	92111	2015-03-20
SMU Leadeship Symposium Dinner Gala	2016-10-15	1	Opening Speech	2673021	374586	92122	2016-08-15
SMU Leadeship Symposium Dinner Gala	2016-10-15	2	How airport biometrics systems work.	748560	374576	92114	2015-10-07
SMU Leadeship Symposium Dinner Gala	2016-10-15	3	Engaged workers may lead to a substantial level of retentivity	3665	374588	92124	2016-08-07
SMU Leadeship Symposium Dinner Gala	2016-10-15	4	Methods Of Determining The Most Effective And Appropriate Marketing Strategy	2214289	374586	92122	2016-08-15
SMU Leadeship Symposium Dinner Gala	2016-10-15	5	The day to day duties of a police officer.	454320	374586	92122	2016-08-15
SMU Patron's Day	2015-06-18	1	Opening Speech	2673102	300	92098	2015-03-20
SMU Patron's Day	2015-06-18	2	Smoking And Why It's An Awful Habit	173692	306	92179	2015-03-20
SMU Patron's Day	2015-06-18	3	Why polar bears are going extinct.	3145521	308	92170	2015-03-20
SMU Patron's Day	2015-06-18	4	How voice over IP works.	25449	120338	92181	2015-06-08
SMU Patron's Day	2015-06-18	5	Wildlife protection programs.	25779	304	92177	2015-03-20
SMU Patron's Day	2015-06-18	6	How to prepare for a job interview.	12545	304	92177	2015-03-20
SMU Patron's Day	2015-06-18	7	The reason we don't grow hair on our toenails.	1309801	120338	92181	2015-06-08
SMU Patron's Day	2015-06-18	8	The effects of caffeine on the body.	3048093	120338	92181	2015-06-08
SMU Patron's Day	2015-06-18	9	What is spinning?	25674	120336	92120	2015-06-08
SMU Patron's Day	2016-05-05	1	Opening Speech	12725	295	92111	2015-03-20
SMU Patron's Day	2016-05-05	2	The discovery of the famous temples in the Maya culture.	3083072	374576	92114	2015-10-07
SMU Patron's Day	2017-04-20	1	Opening Speech	78567	374586	92122	2016-08-15
SMU Patron's Day	2017-04-20	2	The prevalence of dangerous chemicals in the workplace.	25561	120336	92120	2015-06-08
SMU Patron's Day	2017-04-20	3	Wildlife protection programs.	3681	374586	92122	2016-08-15
SMU Patron's Day	2017-04-20	4	The influence of global warming on Alpine skiing.	307467	374586	92122	2016-08-15
SMU Patron's Day	2017-04-20	5	How voice over IP works.	34733	295	92111	2015-03-20
SMU SIS Annual Awards	2016-07-20	1	Opening Speech	883739	454306	92134	2015-11-07
SMU SIS Annual Awards	2016-07-20	2	What is spinocerebellar degeneration?	38738	374578	92117	2015-10-07
SMU SIS Annual Awards	2016-07-20	3	How search engines work.	2808385	374578	92098	2015-10-07
SMU SIS Annual Awards	2016-07-20	4	Human resources management in colleges.	2823052	308	92122	2016-06-13
SMU SIS Annual Awards	2016-07-20	5	A guide to different social media sites.	145767	308	92122	2016-06-13
Social Service Summit	2016-10-15	1	Opening Speech	25542	295	92111	2015-03-20
Social Service Summit	2016-10-15	2	What Role Does An Advertising Thesis Play In A Marketing Campaign	2988831	374578	92117	2015-10-07
Social Service Summit	2016-10-15	3	How search engines work.	3540056	374578	92117	2015-10-07
Social Service Summit	2017-08-28	1	Opening Speech	3626	374588	92128	2017-05-07
Social Service Summit	2017-08-28	2	Famous parliament buildings	25986	308	92122	2017-04-24
Social Service Summit	2017-08-28	3	The considerable shortage of women in Alaska	25814	374588	92128	2017-05-07
Social Service Summit	2018-10-02	1	Opening Speech	25635	374578	92098	2015-10-07
Social Service Summit	2018-10-02	2	Increasing weight leads to increasing condition and risks.	25763	374578	92098	2015-10-07
Social Service Summit	2018-10-02	3	Is being good looking important?	74573	3404254	92120	2018-05-07
South Asian Diaspora Convention	2016-12-28	1	Opening Speech	1310191	374578	92117	2015-10-07
South Asian Diaspora Convention	2016-12-28	2	Human resources management in colleges.	12652	374586	92122	2016-08-15
South Asian Diaspora Convention	2016-12-28	3	Xenophobia as a global situation.	34791	295	92111	2015-03-20
South Asian Diaspora Convention	2016-12-28	4	Eating disorders in modern times.	3644851	374578	92117	2015-10-07
South Asian Diaspora Convention	2016-12-28	5	Some inexpensive places to take your date.	3431	374578	92098	2015-10-07
South Asian Diaspora Convention	2016-12-28	6	The role of the Center for Disease Control.	12462	374586	92122	2016-08-15
South Asian Diaspora Convention	2016-12-28	7	Three ways to attract customer attention.	3133334	374578	92117	2015-10-07
South Asian Diaspora Convention	2016-12-28	8	The trauma of shooting incidents last a lifetime.	3668	454306	92134	2015-11-07
South Asian Diaspora Convention	2017-06-17	1	Opening Speech	2988829	374586	92120	2017-04-24
South Asian Diaspora Convention	2017-06-17	2	Amazing, successful and funny trading stories with a twist, a bite, and a moral conclusion.	12734	374578	92098	2015-10-07
South Asian Diaspora Convention	2017-06-17	3	Progressive fees and the influence they exert on the provision of welfare to those in need	2673086	374578	92117	2015-10-07
South Asian Diaspora Convention	2017-06-17	4	The importance of vitamins and minerals.	3505456	374576	92114	2015-10-07
South Asian Diaspora Convention	2018-03-11	1	Opening Speech	2673078	374578	92117	2015-10-07
South Asian Diaspora Convention	2018-03-11	2	Managing and controlling type 2 diabetes.	25485	374576	92114	2015-10-07
South Asian Diaspora Convention	2018-03-11	3	Why do people apply to life extension nutrition-there is no life elixir or cocktail?	25468	2649564	92120	2017-09-22
South Asian Diaspora Convention	2018-03-11	4	How cellular phones work.	1323032	374578	92117	2015-10-07
South Asian Diaspora Convention	2018-03-11	5	The emergence and evolution of fees imposed on carbon dioxide emissions	12736	374576	92114	2015-10-07
South Asian Diaspora Convention	2018-03-11	6	The health benefits of ginger.	708028	374588	92128	2017-05-07
South Asian Diaspora Convention	2018-03-11	7	How To Excel In Co-Curricular Activities While In College	34730	374578	92098	2015-10-07
Special Awards Presentation Ceremony	2015-12-17	1	Opening Speech	26040	454306	92134	2015-11-07
Special Awards Presentation Ceremony	2015-12-17	2	Being a pacifist is equal to being naive.	34777	454306	92134	2015-11-07
Special Awards Presentation Ceremony	2015-12-17	3	How is text messaging affecting teen literacy?	3626	374578	92117	2015-10-07
Special Awards Presentation Ceremony	2015-12-17	4	Dangers of personality tests.	1309926	374588	92172	2015-10-07
Special Awards Presentation Ceremony	2015-12-17	5	How roads are built.	2673025	454306	92134	2015-11-07
Special Awards Presentation Ceremony	2015-12-17	6	The importance of asking yourself why you stand for something.	3040258	295	92111	2015-03-20
Special Awards Presentation Ceremony	2016-12-14	1	Opening Speech	1309835	374578	92117	2015-10-07
Special Awards Presentation Ceremony	2016-12-14	2	The health benefits of friendship.	3435	454306	92134	2015-11-07
Special Awards Presentation Ceremony	2016-12-14	3	The importance of asking yourself why you stand for something.	3019004	374576	92114	2015-10-07
Special Awards Presentation Ceremony	2016-12-14	4	Risk management under pressure in the twenty four hour economy.	2673049	374588	92124	2016-08-07
Special Awards Presentation Ceremony	2016-12-14	5	How the the Great Lakes formed.	12628	374586	92122	2016-08-15
Special Awards Presentation Ceremony	2016-12-14	6	How To Get The Best Grades While In College	2673097	374588	92124	2016-08-07
Special Awards Presentation Ceremony	2016-12-14	7	The greatest rainforests in the world.	3203956	374586	92122	2016-08-15
Special Awards Presentation Ceremony	2017-10-25	1	Opening Speech	3434964	374576	92114	2015-10-07
Special Awards Presentation Ceremony	2017-10-25	2	The history of Psychology.	25714	374578	92098	2015-10-07
Special Awards Presentation Ceremony	2017-10-25	3	How to break bad habits.	38738	2649564	92120	2017-09-22
Special Awards Presentation Ceremony	2017-10-25	4	The best way to spend your senior year.	2673020	374588	92128	2017-05-07
Special Awards Presentation Ceremony	2017-10-25	5	How Charles Darwin changed the world.	2834786	2649564	92120	2017-09-22
SPED Conference	2015-07-07	1	Opening Speech	2977326	308	92170	2015-03-20
SPED Conference	2015-07-07	2	Workout myths and lies.	12707	120338	92181	2015-06-08
SPED Conference	2015-07-07	3	How Can We Continue Benefiting From The World Wide Web	34774	298	92114	2015-03-20
SPED Conference	2015-07-07	4	Non-profit organizations that help families.	2847145	300	92117	2015-03-20
SPED Conference	2015-07-07	5	How Charles Darwin changed the world.	12690	308	92170	2015-03-20
SPED Conference	2015-07-07	6	How search engines work.	466646	300	92098	2015-03-20
SPED Conference	2015-07-07	7	The trauma of shooting incidents last a lifetime.	25610	308	92170	2015-03-20
SPED Conference	2015-07-07	8	How to get rid of blubbering cellulite adipose tissue on your waist.	2818605	120338	92181	2015-06-08
SPED Conference	2015-07-07	9	The effects of music on the brain.	2818400	306	92179	2015-03-20
SPED Conference	2016-10-30	1	Opening Speech	2895920	374576	92114	2015-10-07
SPED Conference	2016-10-30	2	Happiness: The thing we all look for but never really understand.	2895917	295	92111	2015-03-20
SPED Conference	2016-10-30	3	How air pressure works.	587353	374578	92098	2015-10-07
SPED Conference	2016-10-30	4	Interesting Things You Didn't Know About The Human Brain	2818616	295	92111	2015-03-20
SPED Conference	2016-10-30	5	Most Terrible Floods In The World	25595	374588	92124	2016-08-07
SPED Conference	2016-10-30	6	Best Online Jobs For All College Students	25858	374586	92122	2016-08-15
SPED Conference	2017-06-19	1	Opening Speech	2673047	374578	92098	2015-10-07
SPED Conference	2017-06-19	2	Wealth is not measured with money.	829637	374586	92120	2017-04-24
SPED Conference	2017-06-19	3	The Seven Wonders of the Ancient World.	2818607	374578	92098	2015-10-07
SPED Conference	2017-06-19	4	Hiring people and closing deals for the long term with highly skilled young urban professionals.	3776042	295	92111	2015-03-20
STACK Developer Conference	2016-08-18	1	Opening Speech	25956	374586	92122	2016-08-15
STACK Developer Conference	2016-08-18	2	The evolution of the iPhone.	3819140	120336	92120	2015-06-08
STACK Developer Conference	2016-08-18	3	How celiac disease affects our world.	12539	374586	92122	2016-08-15
STACK Developer Conference	2016-08-18	4	Fish In Seas Are Oceans Are No Longer In Large Numbers. Why?	25732	374588	92124	2016-08-07
STACK Developer Conference	2016-08-18	5	How Do You Organize Your Working Day	12594	295	92111	2015-03-20
STACK Developer Conference	2017-08-31	1	Opening Speech	1309831	374586	92120	2017-04-24
STACK Developer Conference	2017-08-31	2	How to get a student job on campus.	25453	374586	92120	2017-04-24
STACK Developer Conference	2018-07-05	1	Opening Speech	466666	295	92111	2015-03-20
STACK Developer Conference	2018-07-05	2	What Led To The Great Depression In The USA?	3566903	3404254	92120	2018-05-07
STACK Developer Conference	2018-07-05	3	The importance of financial education.	479728	374576	92114	2015-10-07
STACK Developer Conference	2018-07-05	4	Why oxygen is so important.	173870	374578	92098	2015-10-07
STACK Developer Conference	2018-07-05	5	Best Marketing Tips For A Shoe Company	12500	374576	92114	2015-10-07
STEP Asia Conference	2016-03-08	1	Opening Speech	26043	374586	92175	2015-10-07
STEP Asia Conference	2016-03-08	2	Availability and purity of water.	12656	295	92111	2015-03-20
STEP Asia Conference	2016-03-08	3	The line between the human brain and a computer.	12564	374588	92172	2015-10-07
STEP Asia Conference	2016-03-08	4	Is being good looking important?	3756061	454306	92134	2015-11-07
STEP Asia Conference	2016-03-08	5	Methods to protect data and information against intruders.	3434970	120336	92120	2015-06-08
STEP Asia Conference	2017-04-22	1	Opening Speech	173614	295	92111	2015-03-20
STEP Asia Conference	2017-04-22	2	The Seven Wonders of the Ancient World.	25546	295	92111	2015-03-20
STEP Asia Conference	2018-07-22	1	Opening Speech	173634	454306	92134	2015-11-07
STEP Asia Conference	2018-07-22	2	Parent-Child Relationships And Their Importance	25712	374576	92114	2015-10-07
SUSS Life Annual Dinner	2015-12-10	1	Opening Speech	1309874	454306	92134	2015-11-07
SUSS Life Annual Dinner	2016-10-05	1	Opening Speech	3741350	454306	92134	2015-11-07
SUSS Life Annual Dinner	2016-10-05	2	The health benefits of friendship.	12529	120336	92120	2015-06-08
SUSS Life Annual Dinner	2016-10-05	3	Stretching exercises at the start of your day prevent injuries.	3195243	374586	92122	2016-08-15
SUSS Life Annual Dinner	2017-08-26	1	Opening Speech	3575054	454306	92134	2015-11-07
SUSS Life Annual Dinner	2017-08-26	2	How to unleash your inner geek.	65350	295	92111	2015-03-20
SUSS Life Annual Dinner	2017-08-26	3	How nuclear power works.	314	374586	92120	2017-04-24
SUSS Life Annual Dinner	2017-08-26	4	How Charles Darwin changed the world.	25988	454306	92134	2015-11-07
Tan Kah Kee Foundation Celebrations	2015-05-29	1	Opening Speech	3051323	300	92117	2015-03-20
Tan Kah Kee Foundation Celebrations	2015-05-29	2	The Essence Of Education In Building An Industrial Society	12604	308	92170	2015-03-20
Tan Kah Kee Foundation Celebrations	2015-05-29	3	Managing Crisis After 9/11	12388	295	92111	2015-03-20
Tan Kah Kee Foundation Celebrations	2015-05-29	4	Negotiation techniques.	25971	306	92179	2015-03-20
Tan Kah Kee Foundation Celebrations	2015-05-29	5	Why travel is beneficial to education.	12783	295	92111	2015-03-20
Tan Kah Kee Foundation Celebrations	2016-03-27	1	Opening Speech	38744	454306	92134	2015-11-07
Tan Kah Kee Foundation Celebrations	2016-03-27	2	The danger of putting too much personal information on social networks.	2447945	308	92170	2015-03-20
Tan Kah Kee Foundation Celebrations	2016-03-27	3	Why it's important to be yourself.	3684	295	92111	2015-03-20
Tan Kah Kee Foundation Celebrations	2017-12-29	1	Opening Speech	12423	2649564	92120	2017-09-22
Teaching Scholarship Presentation Ceremony	2015-12-27	1	Opening Speech	3195529	454306	92134	2015-11-07
