jobid	jobtitle	phone	joblevel	deptid	reportto	jobtype
92736	PA to Assistant Chief Executive (Governance & Cybersecurity)	62111745	4	92729	92735	NP
92737	PA to Senior Director (Governance Group)	62110663	5	92729	92735	NP
92738	PA to Senior Director (National Digital Identity)	62110668	4	92729	92735	NP
92739	Senior Director (Clusters Group)	62111076	5	92729	92730	NP
92740	PA to Assistant Chief Executive (Services)	62111597	5	92729	92739	NP
92741	PA to Senior Director (Clusters Group)	62111592	4	92729	92739	NP
92742	Chief Marketing & Communications Officer (Communications & Marketing Group)	62110868	3	92729	92730	NP
92743	PA to Chief Communications Officer (Communications & Marketing Group)	62111737	4	92729	92742	NP
92744	PA to Chief Marketing & Communications Officer (Communications & Marketing Group)	62111728	4	92729	92742	NP
92745	"Chief Financial Officer (Finance, Investment & Procurement)"	62111400	5	92729	92730	NP
92746	"PA to Chief Financial Officer (Finance, Investment & Procurement)"	62111104	5	92729	92745	NP
92747	Chief People Officer (People & Organisation Group)	62111809	5	92729	92730	NP
92748	PA to Chief People Officer (People & Organisation Group)	62111824	4	92729	92747	NP
92749	General Counsel (Legal)	\N	5	92729	92730	NP
92750	PA to General Counsel (Legal)	62111109	5	92729	92749	NP
92751	Senior Director (Cyber Security Group)	62110422	4	92729	92730	NP
92752	PA to Senior Director (Cyber Security Group)	62110055	4	92729	92751	NP
92753	Director (Government Digital Services Product Design & Development)	62110649	5	92729	92730	NP
92754	PA to Director (Government Digital Services Applications Infrastructure)	62110262	5	92729	92753	NP
92755	PA to Director (Government Digital Services Product Design & Development)	62110241	3	92729	92753	NP
92756	Director (Strategic Planning & International)	62111178	5	92729	92730	NP
92757	PA to Director (Strategic Planning & International)	62110465	4	92729	92756	NP
92758	Director (Government Digital Services Product Management)	62110589	4	92729	92730	NP
92759	PA to Senior Director (National Digital Identity)	62110689	4	92729	92758	NP
92760	PA to Director (Government Digital Services Product Management)	62110663	5	92729	92758	NP
92761	Senior Director (Governance Group)	62110446	5	92729	92730	NP
92762	PA to Senior Director (Governance Group)	62111771	3	92729	92761	NP
92763	Government Chief Information Officer/Deputy Chief Executive (Government Technology Agency of Singapore)	62110002	5	92729	92730	NP
92764	PA to Government Chief Information Officer/Deputy Chief Executive (Government Technology Agency of Singapore)	62111010	5	92729	92763	NP
92765	"Deputy Chief Executive (Services, Governance & Cybersecurity)"	62110231	3	92729	92730	NP
92766	"PA to Deputy Chief Executive (Services, Governance & Cybersecurity)"	62110264	3	92729	92765	NP
92767	Director (Data Science & Artificial Intelligence)	\N	5	92729	92730	NP
92768	PA to Director (Data Science & Artificial Intelligence)	62111775	4	92729	92767	NP
92769	Director (Government Digital Services Data Science)	\N	4	92729	92730	NP
92770	PA to Director (Government Digtial Services Data Science)	62111777	3	92729	92730	NP
92771	Deputy Chief Executive & Government Chief Information Officer (Government Technology Agency of Singapore)	62110002	5	92729	92730	NP
92772	PA to Deputy Chief Executive & Chief Information Officer (Government Technology Agency of Singapore)	62110979	3	92729	92730	NP
92773	PA to Director (Strategic Planning & International)	62110442	3	92729	92730	NP
92774	Senior Director (Smart Nation Systems and Solutions)	\N	5	92729	92730	NP
92775	PA to Senior Director (Smart Nation Systems and Solutions)	62111653	4	92729	92774	NP
92776	Assistant Chief Executive (Governance & Cybersecurity)	\N	3	92729	92730	NP
92777	PA to Assistant Chief Executive (Governance & Cubersecurity)	62111787	5	92729	92730	NP
93010	Deputy Chief Executive & Government Chief Information Officer	62110002	6	92778	92137	NP
92888	Senior Director (Clusters Group)	62111073	4	92779	93010	NP
92781	"Cluster Director (Culture, Community & Youth Cluster)"	62110251	4	92780	92888	NP
92782	Senior Executive IT Manager (Sports Singapore)	31067178	4	92780	92781	NP
92783	"Senior Executive IT Manager (Ministry of Culture, Community & Youth/National Arts Council/National Heritage Board)"	63329228	3	92780	92781	NP
92784	Senior Executive IT Manager (People's Association)	\N	6	92780	92781	NP
92785	Senior Executive IT Manager (Ministry of Communications & Information)	67046784	4	92780	92781	NP
92786	Executive IT Manager (National Arts Council)	68741880	3	92780	92781	NP
92787	Director (Ministry of Communications & Information)	62110887	3	92780	92781	NP
92788	Senior Executive IT Manager (Ministry of Communications & Information)	62110887	4	92780	92781	NP
92789	Senior Executive IT Manager (Ministry Communications & Information)	68379494	5	92780	92781	NP
92790	"Deputy Director (Culture, Community & Youth Cluster)"	62110887	3	92780	92781	NP
92792	Cluster Director (Ministry Of Home Affairs)	\N	6	92791	92888	NP
92793	Senior Executive IT Manager (Singapore Immigration & Checkpoints Authority)	63916256	5	92791	92792	NP
92794	Senior Executive IT Manager (MHQ-Architecture & Governance)	\N	5	92791	92792	NP
92795	Senior Executive IT Manager (MHAC TS1 Cluster)	64786172	5	92791	92792	NP
92796	Executive IT Manager (Central Narcotics Bureau)	63256656	3	92791	92792	NP
92797	Executive IT Manager (Casino Regulatory Authority)	60177072	4	92791	92792	NP
92798	Executive IT Manager (Prisons)	63256656	5	92791	92792	NP
92799	Executive IT Manager (Singapore Police Force)	64784999	3	92791	92792	NP
92800	Executive IT Manager (Singapore Civil Defence Force)	68483753	3	92791	92792	NP
92801	Senior Executive IT Manager (MHAC MHQApps)	62111379	5	92791	92792	NP
92802	Chief Information Security Officer (MHQ-ISEC)	64787314	5	92791	92792	NP
92803	Senior Executive IT Manager (MHQ Apps)	64785629	4	92791	92792	NP
92804	Senior Executive IT Manager(MHAC TS2 Cluster)	63916624	5	92791	92792	NP
92805	Senior Executive IT Manager (MHQ-Infrastructure)	\N	4	92791	92792	NP
92806	Senior Executive IT Manager (Singapore Police Force)	64784196	3	92791	92792	NP
92807	Principal Technical Consultant (MHAC TS2 Cluster)	63916624	4	92791	92792	NP
92809	Cluster Director (Social & Family Development)	62110209	6	92808	92888	NP
92810	Deputy Director (Social Service ICT)	63548123	3	92808	92809	NP
92811	Deputy Director (Social Service ICT)	\N	3	92808	92809	NP
92812	Deputy Director (Ministry of Social and Family)	63977590	5	92808	92809	NP
92813	Senior Executive IT Manager (Ministry of Social and Family Development)	63548072	3	92808	92809	NP
92814	Executive IT Manager (Social Service ICT)	63757730	4	92808	92809	NP
92815	Senior Executive IT Manager (National Environment Agency)	67319049	5	92808	92809	NP
92817	Cluster Director (Ministry of Communications & Information)	62110251	6	92816	92888	NP
92818	Senior Executive IT Manager (Ministry of Communications And Information)	67046713	3	92816	92817	NP
92819	Senior Executive IT Manager (Ministry of Communications & Information)	62110958	4	92816	92817	NP
92820	Cluster Director (Ministry Communications & Information)	62110251	3	92816	92888	NP
92821	Senior Executive IT Manager (Ministry of Communications And Information)	68379530	4	92816	92820	NP
92822	Senior Executive IT Manager (Infocomm Media Development Authority)	65773796	5	92816	92820	NP
92824	Senior Executive IT Manager (Ministry of Environment & Water Resources/National Environment Agency)	67319048	3	92823	92888	NP
92825	Cluster Director (Environment & Water Resources)	62110205	5	92823	92888	NP
92826	Senior Executive IT Manager (Ministry of Environment & Water Resources/National Environment Agency)	67319049	3	92823	92825	NP
92828	Cluster Director (Prime Minister's Office)	\N	3	92827	92888	NP
92829	Senior Executive IT Manager (Public Service Division)	\N	4	92827	92828	NP
92830	Senior Executive IT Manager (Singapore Elections Department)	63328599	4	92827	92828	NP
92831	Senior Executive IT Manager (Corrupt Practices Investigation Bureau/Istana/National Climate Change Secretariat/Prime Minister's Office Strategy Group)	64900482	3	92827	92828	NP
92832	Senior Executive IT Manager (Auditor-General's Office/National Research Foundation/National Security Co-ord Secretariat)	\N	6	92827	92828	NP
92833	Senior Executive IT Manager (Prime Minister's Office Strategy Group)	65017070	4	92827	92828	NP
92834	Deputy Director (Public Service Division)	\N	5	92827	92828	NP
92835	Executive IT Manager (Prime Minister's Office)	62294339	5	92827	92828	NP
92836	Senior Executive IT Manager (Civil Service College/Singapore Elections Department))	68741892	3	92827	92828	NP
92837	Executive IT Manager (National Population and Talent Division)	63549180	4	92827	92828	NP
92838	Executive IT Manager (Pioneer Generation Office)	63549184	3	92827	92828	NP
92840	Cluster Director (Education)	62111384	4	92839	92888	NP
92841	Senior Executive IT Manager (Ministry of Education 1)	64784184	4	92839	92840	NP
92842	Senior Executive IT Manager (Ministry of Education 2)	62113922	4	92839	92840	NP
92843	Senior Executive IT Manager (Ministry of Education 3)	67046736	3	92839	92840	NP
92844	Senior Executive IT Manager (Civil Service College)	68741892	5	92839	92840	NP
92846	Chief Information Officer (Ministry of Manpower)	63171841	4	92845	92888	NP
92847	Senior Executive IT Manager (Ministry of Manpower)	68379454	4	92845	92846	NP
92848	Senior Executive IT Manager (Ministry of Trade & Industry)	68122005	3	92845	92846	NP
92849	Senior Executive IT Manager (Department of Statistic)	63328730	4	92845	92846	NP
92850	Senior Executive IT Manager (Spring Singapore)	62793772	4	92845	92846	NP
92851	Executive IT Manager (Singapore Tourism Board)	62111631	5	92845	92846	NP
92853	"Cluster Director (Justice, Law & Foreign Affairs Cluster)"	62111384	3	92852	92888	NP
92854	"Senior Executive IT Manager (Justice & Law Cluster HQ3, Sub ICMS/State Courts)"	64355025	3	92852	92853	NP
92855	Senior Executive IT Manager (The Supreme Court)	62130673	3	92852	92853	NP
92856	Senior Executive IT Manager (Ministry of Law/Parliament)	68796219	4	92852	92853	NP
92857	Senior Executive IT Manager (Attorney-General's Chambers)	64786509	3	92852	92853	NP
92858	Senior Applications Consultant (Intellectual Property Office of Singapore)	65017022	6	92852	92853	NP
92859	Senior Executive IT Manager (Ministry of Foreign Affairs)	63798721	4	92852	92853	NP
92860	Executive IT Manager (Intellectual Property Office of Singapore)	63316502	5	92852	92853	NP
92861	Executive IT Manager (Ministry of Foreign Affairs)	63798721	5	92852	92853	NP
92863	Cluster Director (Healthcare Cluster)	63251378	6	92862	92888	NP
92864	Senior Executive IT Manager (Health Sciences Authority)	62130628	3	92862	92863	NP
92865	Senior Executive IT Manager (Health Promotion Board)	64353750	3	92862	92863	NP
92867	Cluster Director (Finance/National Development & Transport)	62111165	3	92866	92888	NP
92868	Senior Executive IT Manager (Singapore Land Authority)	64783736	4	92866	92867	NP
92869	Senior Executive IT Manager (Accounting And Corporate Regulatory Authority)	63253756	4	92866	92867	NP
92870	Senior Executive IT Manager (Finance Cluster HQ/Ministry of Finance)	\N	4	92866	92867	NP
92871	Senior Executive IT Manager (National Parks Board)	64717313	4	92866	92867	NP
92872	Deputy Director (GIS Specialist Office)	62110617	6	92866	92867	NP
92873	Executive IT Manager (Pioneer Generation Office)	63549184	5	92866	92867	NP
92874	Senior Executive IT Manager (Ministry of National Development)	\N	4	92866	92867	NP
92875	Senior Executive IT Manager (Singapore Customs)	63552070	3	92866	92867	NP
92876	Senior Executive IT Manager (Ministry of National Development/Council for Estate Agencies/Pioneer Generation Office)	69087227	3	92866	92867	NP
92877	Deputy Director (Singapore Customs)	98437949	4	92866	92867	NP
92878	Executive IT Manager (Ministry of Transport/Public Transport Council)	63757730	4	92866	92867	NP
92879	Executive IT Manager (Vital)	69087246	5	92866	92867	NP
92881	Executive Consultant (Clusters & Technology Management Office & MOCC4)	63077457	5	92880	92888	NP
92882	Assistant Director (Clusters & Technology Office)	62111362	4	92880	92881	NP
92884	Deputy Director (Premium Customer Care & Support)	68795858	4	92883	92888	NP
92886	Deputy Director (Central TS)	\N	5	92885	92888	NP
92887	Principal Infrastructure Architect (Central Technical Services)	\N	3	92885	92886	NP
92889	"Cluster Director (Culture, Community & Youth/Ministry Of Communications And Information)"	62110357	4	92779	92888	NP
92890	Cluster Director (Trade & Industry/Manpower)	62110830	4	92779	92888	NP
92891	Cluster Director (Social Service ICT)	62110317	3	92779	92888	NP
92892	Cluster Director (Prime Minister's Office)	\N	4	92779	92888	NP
92893	Cluster Director (Ministry Of Home Affairs)	\N	4	92779	92888	NP
92894	Cluster Director (Education)	62111492	3	92779	92888	NP
92895	"Cluster Director (Justice, Law & Foreign Affairs Cluster)"	62111492	6	92779	92888	NP
92896	Deputy Director (Central TS)	\N	3	92779	92888	NP
92897	Deputy Director (Planning & Quality Assurance)	62111452	4	92779	92888	NP
92898	Cluster Director (Health Cluster/Standard Products)	63251486	3	92779	92888	NP
92899	Cluster Director (National Development & Transport Cluster)	\N	5	92779	92888	NP
92900	Cluster Director (Trade & Industry)	\N	4	92779	92888	NP
92901	Assistant Chief Executive (Services)	62111179	5	92779	92888	NP
92902	Cluster Director (Finance/National Development & Transport)	62111273	3	92779	92888	NP
92903	Cluster Director (Health Cluster)	63251486	3	92779	92888	NP
92905	Cluster Director (Standard Products)	63251486	5	92904	92888	NP
92906	Deputy Director (Standard Products)	62111641	3	92904	92905	NP
92908	Deputy Director (Planning and Quality Assurance)	62111134	5	92907	92888	NP
92909	Deputy Director (Planning and Quality Assurance)	62110172	4	92907	92908	NP
92911	Cluster Director (Ministry of Trade & Industry)	\N	4	92910	92888	NP
92912	Senior Executive IT Manager (Ministry of Trade & Industry)	68122005	4	92910	92911	NP
92913	Senior Executive IT Manager (Department of Statistic)	63328707	3	92910	92911	NP
92914	Senior Executive IT Manager (Singapore Tourism Board)	68313831	5	92910	92911	NP
92915	Senior Executive IT Manager (Enterprisesg)	62793772	4	92910	92911	NP
92917	Senior Director (Governance Group)	62110418	6	92916	93010	NP
92918	Director (Procurement)	62111732	5	92916	92917	NP
92919	Deputy Director (Procurement)	62110783	5	92916	92918	NP
92920	Director (Policy)	62113831	4	92916	92917	NP
92921	Assistant Director (Policies & Standards)	62111013	5	92916	92920	NP
92922	Assistant Director (Policy)	62111012	4	92916	92920	NP
92923	Director (Audit & Compliance)	\N	3	92916	92917	NP
92924	Deputy Director (Audit & Compliance)	\N	4	92916	92923	NP
92925	Director (Performance & Portfolio)	\N	3	92916	92917	NP
92926	Deputy Director (Performance & Portfolio)	\N	4	92916	92925	NP
92927	Assistant Director (Performance & Portfolio)	\N	3	92916	92925	NP
92928	Executive Manager (Audit & Compliance)	\N	5	92916	92917	NP
92929	Executive Manager (Procurement)	\N	5	92916	92917	NP
92930	Senior Director & Government Chief Information Security Officer (Cybersecurity)	62110422	3	92916	92917	NP
92931	Senior Director (Governance Group)	62110418	3	92916	92917	NP
92932	"Director (Cyber Security Policies, Advisory & Technologies)"	\N	4	92916	92917	NP
92933	Director (Government Cyber Security Ops)	\N	3	92916	92917	NP
92934	Principal Cybersecurity Specialist (Government Cyber Security Ops)	62111715	3	92916	92917	NP
92935	Principal Cybersecurity Specialist (Government Cyber Security Ops)	62111402	5	92916	92917	NP
92936	Lead Cybersecurity Specialist (Cybersecurity Operations)	\N	3	92916	92917	NP
92937	Principal Cybersecurity Specialist (Cybersecurity Group)	\N	5	92916	92917	NP
92938	Assistant Chief Executive (Governance & Cybersecurity)	62110403	4	92916	92917	NP
92939	Director (Data and Resilience)	62110186	5	92916	92917	NP
92940	Deputy Director (Data and Resilience)	\N	3	92916	92939	NP
92941	Assistant Director (Data and Resilience)	62110832	5	92916	92939	NP
92942	Director (Data & Resilience)	62110208	4	92916	92917	NP
92943	Deputy Director (Planning & Performance)	\N	4	92916	92917	NP
92944	Assistant Director (Planning & Performance)	62110832	4	92916	92917	NP
92946	Senior Director (Government Infrastructure Group)	62110403	6	92945	93010	NP
92947	Director (Managed Hosting Infrastructure)	62110707	4	92945	92946	NP
92948	Deputy Director (Managed Hosting Infrastructure)	62110944	4	92945	92947	NP
92949	Assistant Director (Managed Hosting Infrastructure)	62110877	4	92945	92947	NP
92950	Director (Whole of Government Operations)	62110820	5	92945	92946	NP
92951	Assistant Director (Whole of Government Operations)	\N	5	92945	92950	NP
92952	Deputy Director (Whole of Government Operations)	62110811	5	92945	92950	NP
92953	Director (Secured Infrastructure Programme)	62113827	5	92945	92946	NP
92954	Director (Whole of Government Infrastructure Programme)	\N	4	92945	92946	NP
92955	Deputy Director (Secured Infrastructure Programme Office)	\N	4	92945	92946	NP
92956	Principal Infrastructure Architect (Government Infrastructure Consulting)	62110756	5	92945	92946	NP
92957	Assistant Director (Government Cloud Operations)	\N	3	92945	92946	NP
92958	Director (Infrastructure Product & Engineering)	62110805	5	92945	92946	NP
92959	Director (Infrastructure Security)	62110751	4	92945	92946	NP
92960	Deputy Director (Infrastructure Security)	62110748	4	92945	92959	NP
92961	Principal Infrastructure Architect (Infrastructure Product & Engineering)	62110774	5	92945	92946	NP
92962	Deputy Director (Whole of Government Infrastructure Program)	\N	4	92945	92946	NP
92963	Deputy Director (Government Business Management)	62110718	5	92945	92946	NP
92964	Assistant Director (Government Business Management)	62110719	5	92945	92946	NP
92965	Director (Government Business Management)	62110715	5	92945	92946	NP
92966	Deputy Director (Government Business Management)	62110718	4	92945	92965	NP
92967	Assistant Director (Government Business Management)	62110719	5	92945	92965	NP
92968	Principal Consultant (Secured Infrastructure Programme Office)	62110900	3	92945	92946	NP
92969	Deputy Director (Government Cloud Divison)	62111316	4	92945	92946	NP
92970	Acting Director (Infrastructure Product & Engineering)	62110774	4	92945	92946	NP
92971	Deputy Director (Infrastructure Security)	62110748	4	92945	92946	NP
92973	Covering Senior Director (Government Digital Services Group)	62110002	3	92972	93010	NP
92974	Deputy Director (Government Digital Services Product Design Development)	62111213	3	92972	92973	NP
92975	Assistant Director (Government Digital Services Product Design Development)	64785737	3	92972	92973	NP
92976	Senior Director (National Digital Identity)	62110589	6	92972	92973	NP
92977	Acting Senior Director (Government Infrastructure Group)	62110736	4	92972	92973	NP
92978	Director (Government Digital Services)	\N	4	92972	92973	NP
92979	Director (Business Operations)	\N	5	92972	92973	NP
92980	Deputy Director (Business Operations)	62110718	3	92972	92979	NP
92981	Assistant Director (Business Operations)	62110719	4	92972	92979	NP
92982	Director (Sensors & IoT)	\N	3	92972	92973	NP
92983	Director (Smart Nation Sensors Programme Office)	\N	4	92972	92973	NP
92984	Assistant Director (Smart Nation Sensors Programme Office)	\N	3	92972	92983	NP
92985	Assistant Director (Smart Nation Sensors Programme Office)	62110656	4	92972	92983	NP
92986	Deputy Director (Smart Nation Sensors Programme office)	\N	5	92972	92973	NP
92987	Deputy Director (Experience Strategy & Design)	\N	4	92972	92973	NP
92988	Principal System Engineer (Sensors & IoT)	\N	5	92972	92973	NP
92989	Executive Manager (Smart Nation Sensors Progamme Office	\N	3	92972	92973	NP
92990	Director (Data Science & Artificial Intelligence)	\N	3	92972	92973	NP
92991	Deputy Director (Data Science & Artificial Intelligence Division)	\N	5	92972	92973	NP
92992	"Deputy Director (Government Digital Services, D Cube)"	62111240	3	92972	92973	NP
92993	Director (Moments of Life)	\N	4	92972	92973	NP
92994	Deputy Director (Moments of Life)	\N	4	92972	92993	NP
92995	Executive Manager (Moments of Life)	\N	4	92972	92973	NP
92996	Deputy Director (Government Digital Services Citizen Products)	62111272	4	92972	92973	NP
92997	Deputy Director (National Digita Identity)	\N	5	92972	92973	NP
92998	Assistant Director (Smart Nation Sensors Progamme Office)	\N	5	92972	92973	NP
92999	Executive Manager (Smart Nation Sensors Progamme Office)	\N	5	92972	92973	NP
93000	Director (Data Science AI)	\N	3	92972	92973	NP
93001	Deputy Director (Government Digital Services Data Science Division)	\N	3	92972	92973	NP
93002	Director (Government Digital Services Applications Infrastructure)	\N	3	92972	92973	NP
93003	Director (Government Digital Services Product Management)	62110589	3	92972	92973	NP
93004	Director (Government Digital Services Data Science Division)	\N	3	92972	92973	NP
93005	Deputy Director (Government Digital Services Data Science Division)	\N	4	92972	93004	NP
93006	Executive Manager (Government Digital Service Product Management)	\N	4	92972	92973	NP
93007	Director (Government Digital Services Product Design & Development)	62110680	5	92972	92973	NP
93008	Deputy Director (Government Digital Services Emerging Tech)	\N	4	92972	92973	NP
93009	Assistant Director (Government Digital Service Product Management)	\N	3	92972	92973	NP
93011	Senior Director (Governance Group)	62110612	4	92778	93010	NP
93012	Senior Director (Government Cyber Security Group)	62109780	4	92778	93010	NP
93013	Assistant Chief Executive (Services)	62111302	5	92778	93010	NP
93014	Assistant Chief Executive (Governance & Cybersecurity)	62110634	4	92778	93010	NP
93015	Senior Director (National Digital Identity)	62110820	3	92778	93010	NP
93016	Acting Senior Director (Government Infrastructure Group)	62110967	4	92778	93010	NP
93017	"Deputy Chief Executive (Services, Governance & Cybersecurity)"	62110462	3	92778	93010	NP
93018	Senior Director (Clusters Group)	62111302	5	92778	93010	NP
93019	Senior Director (Government Infrastructure Group)	62110634	4	92778	93010	NP
93020	Director (Smart Nation Sensor Platform Program Office)	\N	4	92778	93010	NP
93021	Director (Smart Nation Systems and Solutions Sensors and IoT)	\N	3	92778	93010	NP
93022	Director (Government Digital Services Applications Infrastructure)	\N	3	92778	93010	NP
93023	Senior Director (Smart Nation Systems and Solutions)	62111178	5	92778	93010	NP
93025	Senior Director (Government Cyber Security Group)	62110653	5	93024	93010	NP
93026	Director (CyberSecurity)	\N	3	93024	93025	NP
93027	Principal CyberSecurity Specialist	62110279	3	93024	93025	NP
93028	Chief Information Security Officer	62111352	4	93024	93025	NP
93029	Principal CyberSecurity Specialist (MOCC1)	62111352	4	93024	93025	NP
93030	Lead CyberSecurity Specialist	62113862	4	93024	93025	NP
93032	Senior Director (Smart Nation Systems and Solutions)	62110947	3	93031	93010	NP
93033	Principal System Engineer (Smart Nation Systems and Solutions Sensors and IoT)	\N	3	93031	93032	NP
93034	Director (Applied Innovation And Partnership)	62110859	4	93031	93032	NP
93035	Deputy Director (Applied Innovation And Partnership)	62110881	6	93031	93034	NP
93036	Deputy Director (Smart Nation Solutions And Applications)	\N	4	93031	93032	NP
93037	Director (Smart Nation Systems and Solutions)	\N	4	93031	93032	NP
93038	Principal System Engineer (Smart Nation Systems and Solutions)	\N	5	93031	93032	NP
93039	Executive Manager (Smart Nation Solutions And Applications)	62110173	3	93031	93032	NP
93040	Executive Manager (Applied Innovation And Partnership)	62110021	4	93031	93032	NP
93070	Chief Marketing & Communications Officer (Communications & Marketing Group)	62110859	6	93042	92137	NP
93044	Chief Marketing & Communciations Officer (Communications & Marketing Group)	62110859	4	93043	93070	NP
93045	Assistant Director (Communications & Marketing Group)	62111140	3	93043	93044	NP
93046	Deputy Director (Communications & Marketing Group)	62111810	5	93043	93044	NP
93048	"Chief Financial Officer (Finance, Investment & Procurement)"	\N	3	93047	93070	NP
93049	"Deputy Director (Financial Control, Operations & Treasury)"	62111804	3	93047	93048	NP
93050	Deputy Director (Procurement)	\N	3	93047	93048	NP
93051	Assistant Director (Financial Planning & Analysis)	62110656	3	93047	93048	NP
93052	Deputy Director (Financial Planning & Analysis)	\N	4	93047	93048	NP
93053	"Assistant Director (Financial Control, Operations & Treasury)"	62110565	5	93047	93048	NP
93054	"Executive Manager (Finance, Investment & Procurement)"	62111233	3	93047	93048	NP
93055	"Executive Manager (Financial Control, Operations & Treasury)"	\N	4	93047	93048	NP
93057	Chief People Officer (People & Organisation Group)	62111809	3	93056	93070	NP
93058	Director (Corporate Culture & Organisation Development)	62111880	3	93056	93057	NP
93059	Deputy Director (People & Capability Building)	62110092	6	93056	93057	NP
93060	Deputy Director (People Operations & Systems)	62110341	5	93056	93057	NP
93061	Deputy Director (People & Organisation Group)	\N	5	93056	93057	NP
93062	Assistant Director (Talent Acquisition & Attraction)	62111164	5	93056	93057	NP
93063	Executive Manager (Corporate Culture & Organisation Development)	62111940	5	93056	93057	NP
93064	"Deputy Director (Planning, Performance & Rewards)"	\N	5	93056	93057	NP
93067	General Counsel	\N	6	93066	93070	NP
93068	Deputy General Counsel	62111189	5	93066	93067	NP
93069	Assistant General Counsel	\N	4	93066	93067	NP
93071	"Chief Financial Officer (Finance, Investment & Procurement)"	\N	5	93042	93070	NP
93072	Chief People Officer (People & Organisation Group)	62110903	3	93042	93070	NP
93073	Director (Strategic Planning & Internationa)	\N	5	93042	93070	NP
93074	General Counsel (Legal)	\N	4	93042	93070	NP
93075	Senior Executive IT Manager (GITD Apps)	62111056	4	93042	93070	NP
93076	Quality Service Manager	6.21E+07	4	93042	93070	NP
93077	Director (Applied Innovations & Partnership)	62111981	3	93042	93070	NP
93079	Director (Applied Innovations & Partnership)	62111981	3	93078	93070	NP
93080	Assistant Director (Applied Innovations & Partnership)	\N	6	93078	93079	NP
93081	Senior Manager (Applied Innovations & Partnership)	\N	5	93078	93079	NP
93083	Senior Executive IT Manager (Group Information Technology Division)	62111029	3	93082	93070	NP
93085	Senior Executive IT Manager (Group IT Division)	62111025	5	93084	93070	NP
93087	Head (Internal Audit)	62111141	3	93086	92137	NP
93088	Assistant Director (Internal Audit)	62110592	4	93086	93087	NP
93162	Permanent Secretary (Smart Nation and Digital Government) (Prime Minister's Office)	63554248	4	93089	92137	NP
93091	Director	88288712	6	93090	93162	NP
93092	Deputy Director	92294400	3	93090	93091	NP
93093	Assistant Director	63328331	4	93090	93091	NP
93094	Senior Assistant Director	63328265	4	93090	93091	NP
93095	Manager	92294048	4	93090	93091	NP
93096	Assistant Manager	63328309	4	93090	93095	NP
93097	Senior Manager	92294027	3	93090	93091	NP
93098	Personal Assistant and Senior Executive	96167939	4	93090	93091	NP
93099	PA and Senior Executive	92294418	5	93090	93091	NP
93100	Senior Executive	92294418	4	93090	93091	NP
93101	Assistant Manager	63328309	5	93090	93091	NP
93102	Deputy Director-Designate	63328219	5	93090	93091	NP
93104	Director	63328603	4	93103	93162	NP
93105	Deputy Director	92294238	3	93103	93104	NP
93106	Senior Manager	68379452	6	93103	93104	NP
93107	Manager	63327606	4	93103	93104	NP
93108	Assistant Manager	68379563	4	93103	93107	NP
93109	Senior Assistant Director	63327415	5	93103	93104	NP
93110	Assistant Director	68379483	3	93103	93104	NP
93111	Acting Deputy Director	96206184	5	93103	93104	NP
93112	"Deputy Director, Data Architecture"	97842779	3	93103	93104	NP
93113	2nd Director	92294238	3	93103	93104	NP
93114	Personal Assistant and Executive	97303513	3	93103	93104	NP
93115	PA to Director	92294418	4	93103	93104	NP
93116	Assistant Executive	63327544	4	93103	93104	NP
93117	Director (Designate)	92294480	5	93103	93104	NP
93119	Director	63328876	3	93118	93162	NP
93120	Personal Assistant and Executive	92294107	3	93118	93119	NP
93121	Smart Nation Director (North America)	9.63E+07	4	93118	93119	NP
93122	Manager (Industry & Research Partnership)	96348335	3	93118	93119	NP
93123	Assistant Manager (Research and Industry Partnerships)	91184536	4	93118	93122	NP
93124	Assistant Manager (Industry & Research Partnerships)	91184536	4	93118	93122	NP
93125	Deputy Director (Talent and Manpower)	97327939	4	93118	93119	NP
93126	Senior Manager (Talent and Manpower)	97532755	4	93118	93119	NP
93127	Manager (Talent and Manpower)	97396171	6	93118	93119	NP
93128	Assistant Director (Research and Industry Partnerships)	97324304	3	93118	93119	NP
93129	Deputy Director (Talent & Manpower)	97327939	5	93118	93119	NP
93130	Senior Manager (Talent & Manpower)	97532755	3	93118	93119	NP
93131	Assistant Director (Industry & Research Partnership)	\N	5	93118	93119	NP
93132	Assistant Manager (Talent & Manpower)	\N	4	93118	93119	NP
93133	Manager	68379749	4	93118	93119	NP
93134	Assistant Manager	63328309	3	93118	93133	NP
93135	Assistant Director	92294093	4	93118	93119	NP
93136	Deputy Director	92294195	5	93118	93119	NP
93137	Senior Manager	\N	4	93118	93119	NP
93138	Deputy Director	92294219	4	93118	93162	NP
93139	Manager	68379706	4	93118	93138	NP
93140	Assistant Director	92294093	5	93118	93138	NP
93142	Director	92296793	4	93141	93162	NP
93143	Personal Assistant and Executive	92294107	4	93141	93142	NP
93144	Deputy Director (Adoption and Engagement)	96218234	6	93141	93142	NP
93145	Deputy Director (Public and International Comms)	97383315	3	93141	93142	NP
93146	Assistant Director (Adoption and Engagement)	97442384	3	93141	93142	NP
93147	Assistant Director (Public and International Comms)	97891823	5	93141	93142	NP
93148	Senior Manager (Public and International Comms)	96610258	3	93141	93142	NP
93149	Manager (Public and International Comms)	96217151	4	93141	93142	NP
93150	Manager (Public and International Comms)	98165023	4	93141	93142	NP
93151	Assistant Director	92294414	3	93141	93142	NP
