staffid	jobid	postdate	enddate
25965	90849	2018-09-07	2018-10-22
25965	91160	2016-06-13	2017-03-22
25965	91162	2016-02-07	2016-04-07
25965	91164	2015-03-20	2016-01-22
25966	91103	2017-04-07	2018-09-22
25971	91252	2018-03-22	2018-10-22
25971	91288	2015-09-07	2018-03-07
25971	91300	2015-04-08	2015-07-22
25971	91301	2015-03-20	2015-03-20
25972	91257	2018-04-07	2018-10-22
25972	91261	2018-03-22	2018-03-22
25972	91292	2016-03-07	2018-03-07
25972	91293	2015-03-20	2016-01-22
25972	91297	2016-02-07	2016-02-22
25973	91289	2015-03-20	2015-03-20
25973	91299	2015-04-08	2016-01-22
25974	91290	2015-03-20	2016-01-22
25974	91291	2016-02-07	2018-03-07
25976	91294	2016-06-13	2016-09-22
25976	91296	2016-02-07	2016-04-07
25976	91298	2015-03-20	2016-01-22
25978	91185	2016-02-07	2016-03-22
25978	91188	2015-03-20	2016-04-07
25978	91304	2016-06-13	2018-03-07
25979	91179	2015-03-20	2015-07-22
25980	91181	2018-04-07	2018-10-22
25980	91184	2017-04-07	2018-03-22
25980	91187	2016-02-07	2017-03-22
25981	91190	2015-03-20	2016-01-22
25982	91182	2015-03-20	2016-01-22
25982	91183	2016-02-07	2017-03-22
25982	91189	2016-04-07	2016-04-07
25982	91305	2017-04-07	2017-08-22
25985	91193	2015-03-20	2017-09-07
25985	91197	2017-09-22	2018-03-07
25986	91197	2015-03-20	2015-10-22
25988	91200	2017-09-22	2018-10-22
25988	91206	2015-04-08	2017-09-07
25988	91215	2015-03-20	2015-03-20
25989	91203	2017-09-22	2018-07-22
25989	91208	2016-02-07	2017-09-07
25989	91211	2015-04-08	2016-01-22
25989	91216	2015-03-20	2015-03-20
25990	91212	2015-03-20	2015-04-08
25991	91213	2015-03-20	2015-04-08
25992	91210	2015-03-20	2015-11-07
25993	91214	2015-03-20	2015-04-08
25994	91229	2017-04-07	2018-02-22
25994	91231	2016-06-24	2017-03-22
25994	91232	2016-04-07	2016-06-13
25994	91236	2015-03-20	2016-03-22
25995	91233	2016-04-07	2016-04-07
25995	91239	2016-02-07	2016-03-07
25995	91240	2015-03-20	2016-01-22
25995	91241	2016-03-22	2016-03-22
25995	91293	2016-06-13	2018-03-07
25996	91219	2016-04-07	2018-10-22
25996	91238	2015-03-20	2016-03-22
25998	91234	2016-04-07	2016-04-07
25998	91237	2015-03-20	2016-03-22
26000	91347	2018-03-22	2018-05-23
26000	91353	2015-03-20	2015-04-08
26000	91354	2016-04-07	2018-03-07
26000	91357	2016-02-07	2016-03-22
26001	91322	2016-04-07	2018-06-22
26001	91353	2016-04-07	2016-04-07
26001	91356	2015-03-20	2016-03-22
26003	90744	2018-04-07	2018-10-22
26003	90750	2017-04-22	2018-03-22
26003	90755	2016-04-07	2017-03-22
26003	90761	2017-04-07	2017-04-07
26003	91374	2016-02-22	2016-03-22
26003	91380	2015-03-20	2016-02-07
26006	91381	2016-02-07	2016-02-07
26007	90738	2017-04-22	2017-09-22
26008	90724	2017-04-07	2018-03-22
26008	91384	2015-03-20	2016-01-22
26010	91325	2018-07-07	2018-10-22
26011	90748	2017-04-07	2018-03-22
26012	90751	2017-04-22	2018-03-22
26012	91377	2016-02-22	2016-03-22
26012	91382	2015-03-20	2015-03-20
26012	91384	2016-01-22	2018-01-22
26012	91385	2016-02-07	2016-02-07
26013	90768	2016-06-13	2016-06-24
26013	91376	2016-02-22	2016-03-22
26013	91381	2015-03-20	2016-02-07
26014	91331	2016-06-13	2016-06-13
26015	90722	2016-04-07	2018-10-22
26015	91378	2016-02-22	2016-03-22
26015	91383	2015-03-20	2016-02-07
26017	91320	2016-02-22	2018-10-22
26017	91333	2015-03-20	2016-02-07
26017	91341	2018-05-07	2018-10-22
26018	91321	2017-04-07	2017-08-22
26018	91323	2016-02-22	2017-03-22
26018	91327	2018-10-22	\N
26018	91337	2016-02-07	2016-02-07
26019	91327	2018-04-07	2018-06-07
26021	91350	2018-03-22	2018-05-07
26021	91352	2016-02-07	2018-03-07
26021	91353	2015-04-08	2016-01-22
26021	91361	2017-07-07	2018-05-07
26021	91367	2015-10-07	2015-11-22
26021	91368	2015-12-07	2016-01-22
26021	91370	2017-04-07	2017-06-23
26021	91371	2016-02-07	2017-03-22
26021	91388	2015-09-07	2015-09-22
26021	91394	2015-04-08	2015-07-22
26022	91322	2016-02-22	2016-03-07
26022	91324	2018-10-07	2018-10-22
26023	91323	2017-03-22	2018-03-22
26023	91395	2015-03-20	2015-07-22
26024	91321	2016-02-22	2017-03-22
26024	91326	2017-04-07	2017-04-07
26027	91335	2015-04-08	2016-02-07
26031	91336	2015-04-08	2016-01-22
26031	91338	2015-03-20	2015-03-20
26032	91336	2016-02-07	2016-02-07
26034	91334	2015-03-20	2015-04-08
26036	91387	2015-09-07	2015-09-22
26036	91392	2015-03-20	2015-07-22
26040	90747	2017-04-07	2018-09-22
26040	90764	2018-10-07	2018-10-22
26040	91372	2015-10-07	2016-04-07
26040	91389	2015-09-07	2015-09-22
26040	91393	2015-03-20	2015-07-22
26041	91518	2015-03-20	2016-12-22
26042	91519	2015-03-20	2018-10-22
26042	91523	2016-11-15	2016-12-22
26043	91524	2015-03-20	2015-03-20
26043	91943	2016-11-15	2017-01-22
26043	91944	2016-08-07	2016-10-22
26044	91524	2015-04-08	2016-10-22
26044	91525	2015-03-20	2015-03-20
26045	91538	2015-03-20	2018-01-22
26045	91812	2016-10-22	2018-10-22
26045	91825	2015-03-21	2016-07-22
26046	91539	2015-03-20	2018-01-22
26046	91813	2016-08-07	2018-10-22
26046	91826	2015-03-21	2016-07-22
26046	91864	2018-07-22	2018-10-22
26046	91866	2015-03-21	2018-07-07
26047	91549	2016-11-15	2018-10-22
26047	91550	2015-06-08	2016-10-22
26047	91551	2015-03-20	2015-04-08
26048	91553	2016-11-15	2018-10-22
26048	91554	2015-06-08	2016-10-22
26048	91555	2015-03-20	2015-04-08
26051	91637	2015-03-21	2015-04-08
26051	91639	2015-03-20	2018-05-23
26051	92091	2018-06-07	2018-10-22
26051	92094	2018-06-07	2018-10-22
26052	91636	2016-09-07	2018-10-22
26052	91638	2015-03-21	2015-04-08
26052	91640	2015-03-20	2018-10-22
26053	91639	2018-06-07	2018-10-22
26053	91655	2015-03-21	2015-04-08
26053	91687	2015-03-20	2018-05-23
26054	91652	2018-07-22	2018-10-22
26054	91654	2015-06-08	2018-07-07
26054	91656	2015-03-21	2015-04-08
26054	91688	2015-03-20	2018-10-22
26055	91692	2015-03-20	2016-11-22
26056	91695	2015-03-20	2016-11-22
26057	91802	2016-08-29	2017-11-28
26057	91808	2015-03-20	2016-08-07
26058	91719	2015-03-21	2018-10-22
26058	91803	2016-08-29	2018-10-22
26058	91809	2015-03-20	2016-08-07
26059	91912	2018-06-07	2018-08-07
26059	91914	2015-03-20	2018-10-22
26060	91906	2016-11-15	2018-05-08
26060	91911	2015-03-21	2018-10-22
26060	91913	2018-06-07	2018-08-07
26060	91915	2015-03-20	2018-10-22
26061	91980	2016-07-22	2016-10-22
26061	91984	2015-03-20	2017-11-28
26062	91957	2017-05-07	2018-10-22
26062	91963	2015-03-21	2017-04-07
26062	91981	2016-07-22	2016-10-22
26062	91985	2015-03-20	2018-10-22
26063	92033	2015-03-20	2018-10-22
26064	92015	2016-11-15	2018-10-22
26064	92020	2015-03-21	2016-10-22
26064	92034	2015-03-20	2018-10-22
26065	92091	2015-03-21	2018-05-23
26065	92094	2015-03-20	2018-05-23
26066	92068	2015-03-21	2016-04-07
26066	92092	2015-03-21	2016-08-07
26066	92095	2015-03-20	2018-10-22
34724	89541	2017-05-22	2018-10-22
34724	90475	2017-01-07	2017-05-07
34724	90529	2016-12-07	2016-12-22
34724	90589	2015-03-21	2016-11-15
34725	90591	2017-04-07	2017-10-07
34725	90592	2015-03-21	2016-03-22
34727	90591	2015-04-08	2016-11-15
34728	89544	2017-05-22	2018-10-22
34728	90590	2015-03-21	2016-11-15
34729	90593	2015-03-21	2015-03-21
34730	90601	2015-03-21	2015-06-08
34731	89627	2017-06-23	2018-03-22
34731	89631	2018-04-07	2018-10-22
34731	89649	2017-05-22	2017-05-22
34731	89970	2015-09-07	2017-05-07
34731	90596	2015-07-22	2015-07-22
34731	90602	2015-03-21	2015-06-08
34732	89591	2017-05-22	2018-03-22
34732	89687	2018-04-07	2018-10-22
34732	90502	2017-01-07	2017-05-07
34732	90533	2016-07-06	2016-12-22
34732	90564	2015-09-07	2016-06-24
34732	90597	2015-07-22	2015-07-22
34733	89548	2018-05-08	2018-10-22
34733	89555	2013-10-22	\N
34733	89562	2018-04-07	2018-04-07
34733	89563	2018-04-23	2018-04-23
34733	90490	2017-01-07	2017-05-07
34733	90604	2015-03-21	2015-03-21
34734	89555	2017-03-23	2018-09-07
34735	90570	2015-09-07	2016-08-07
34735	90576	2015-09-07	2016-07-06
34735	90600	2015-07-22	2015-07-22
34735	90603	2015-03-21	2015-06-08
34735	90609	2015-06-08	2015-07-22
34735	90615	2015-03-21	2015-04-08
34736	89548	2017-05-22	2017-09-23
34736	90480	2017-01-07	2017-05-07
34736	90489	2017-01-07	2017-05-07
34736	90558	2015-06-08	2015-07-22
34736	90563	2015-09-07	2016-12-22
34736	90573	2015-09-07	2016-12-22
34736	90611	2015-03-21	2015-04-08
34737	89394	2017-06-23	2018-10-22
34737	89828	2017-04-07	2017-05-22
34737	90606	2015-06-08	2015-07-22
34737	90612	2015-03-21	2015-04-08
34738	89592	2017-12-22	2018-03-22
34738	89688	2018-04-07	2018-04-07
34738	90503	2017-01-07	2017-05-07
34738	90579	2017-04-07	2017-06-24
34738	90580	2015-09-07	2016-03-22
34738	90607	2015-06-08	2015-07-22
34738	90613	2015-03-21	2015-04-08
34740	89553	2018-04-23	2018-10-22
34740	89557	2017-05-22	2018-04-07
34740	90492	2017-01-07	2017-05-07
34740	90574	2015-09-07	2016-12-22
34740	90608	2015-06-08	2015-07-22
34740	90614	2015-03-21	2015-04-08
34742	90509	2017-01-07	2017-05-07
34742	90584	2016-04-07	2016-12-22
34742	90586	2015-09-07	2016-03-22
34742	90617	2015-07-22	2015-07-22
34742	90619	2015-03-21	2015-06-08
34744	89543	2017-06-23	2018-10-22
34744	90512	2017-01-07	2017-04-22
34744	90513	2017-05-07	2017-05-07
34744	90583	2015-09-07	2016-12-22
34744	90618	2015-03-21	2015-07-22
34745	89850	2015-03-21	2015-06-08
34746	89848	2015-07-22	2016-05-22
34746	89851	2015-03-21	2015-06-08
34749	89847	2015-07-22	2017-05-07
34749	89852	2015-06-08	2015-06-08
34749	89870	2017-05-22	2017-05-22
34751	89413	2017-06-23	2018-10-22
34766	89854	2015-03-21	2015-07-22
34767	89854	2015-09-07	2017-05-22
34767	89855	2015-03-21	2015-07-22
34769	89855	2015-07-23	2017-04-07
34771	89422	2017-06-23	2017-08-22
34771	89430	2017-09-07	2018-10-22
34771	89859	2015-03-21	2017-05-22
34772	89424	2017-06-23	2017-08-22
34772	89861	2015-03-21	2017-05-22
34773	89423	2017-06-23	2018-10-22
34773	89860	2015-03-21	2017-05-22
34774	89710	2018-04-07	2018-10-22
34774	89711	2018-02-22	2018-03-22
34774	89731	2017-05-22	2018-02-07
34774	90010	2017-04-07	2017-05-07
34774	90241	2016-12-07	2017-03-22
34774	90249	2016-11-15	2016-11-22
34774	90259	2015-09-07	2016-10-22
34774	90263	2015-04-08	2015-07-22
34774	90265	2015-03-21	2015-03-21
34775	90240	2016-12-07	2017-05-07
34775	90247	2016-11-15	2016-11-22
34775	90258	2015-09-07	2016-10-22
34775	90262	2015-04-08	2015-07-22
34775	90266	2015-03-21	2015-03-21
34776	90242	2016-12-07	2017-05-07
34776	90250	2016-11-15	2016-11-22
34776	90254	2016-11-15	2017-05-07
34776	90260	2015-09-07	2016-10-22
34776	90264	2015-04-08	2015-07-22
34776	90267	2015-03-21	2015-03-21
34777	89760	2017-06-23	2018-10-22
34777	90222	2016-10-07	2017-05-07
34777	90278	2016-08-29	2016-09-22
34777	90281	2015-03-21	2016-08-07
34778	90227	2016-10-07	2017-05-07
34778	90282	2015-03-21	2015-03-21
34778	90296	2015-10-07	2016-09-22
34778	90299	2015-04-08	2015-09-22
34779	89741	2018-06-23	2018-10-22
34779	89779	2017-05-22	2018-07-07
34779	90223	2016-10-07	2017-05-07
34779	90279	2016-08-29	2016-09-22
34780	89794	2017-07-08	2017-09-23
34780	89799	2017-05-22	2017-06-23
34780	89807	2017-05-22	2017-07-22
34780	90283	2016-04-07	2016-08-07
34780	90285	2015-03-21	2016-03-22
34782	89793	2017-07-08	2018-01-07
34782	89798	2017-05-22	2017-06-23
34782	90159	2017-05-07	2017-05-07
34782	90161	2016-11-15	2017-02-07
34782	90191	2016-06-13	2016-10-22
34782	90289	2015-03-21	2015-06-08
34783	90289	2015-07-22	2016-03-22
34783	90292	2015-03-21	2015-06-08
34784	90290	2015-03-21	2016-03-22
34784	90293	2016-04-07	2016-04-07
34786	90180	2016-06-13	2016-08-29
34786	90321	2015-03-21	2016-04-07
34787	90181	2016-06-13	2016-06-24
34787	90323	2015-03-21	2016-04-07
34788	89778	2017-05-22	2017-09-23
34788	90156	2017-02-22	2017-05-07
34788	90177	2016-09-07	2016-10-22
34789	90178	2016-09-07	2016-10-22
34789	90182	2016-06-13	2016-08-29
34789	90324	2015-03-21	2016-04-07
34790	89779	2018-07-22	2018-10-22
34790	90253	2016-11-15	2017-05-07
34790	90325	2015-03-21	2015-03-21
34791	89345	2017-05-22	2017-07-22
34791	89348	2017-09-07	2018-10-22
34791	89351	2017-08-22	2017-08-22
34791	90158	2017-02-22	2017-05-07
34791	90162	2016-11-15	2017-02-07
34791	90166	2016-11-15	2017-05-07
34791	90175	2016-11-15	2017-05-07
34791	90179	2016-09-07	2016-10-22
34791	90183	2016-06-13	2016-08-29
34791	90188	2016-06-13	2016-10-22
34791	90322	2015-04-08	2016-04-07
34791	90326	2015-03-21	2015-03-21
34791	90330	2015-04-08	2016-04-07
34791	90341	2015-03-21	2015-03-21
34792	89328	2017-05-22	2018-10-22
34792	90164	2016-11-15	2017-05-07
34792	90185	2016-06-13	2016-10-22
34792	90328	2015-03-21	2016-04-07
34793	90335	2015-03-21	2015-03-21
34793	90344	2015-04-08	2015-09-07
34794	90332	2015-03-21	2016-03-22
34794	90342	2016-04-07	2016-04-07
34795	89329	2017-05-22	2018-03-22
34795	89332	2018-04-07	2018-10-22
34795	90168	2016-11-15	2017-04-07
34795	90170	2017-05-07	2017-05-07
34795	90336	2015-03-21	2015-03-21
34795	90345	2015-04-08	2016-04-07
34795	90348	2015-09-22	2015-09-22
34796	90169	2016-11-15	2017-01-07
34796	90186	2016-06-13	2016-10-22
34796	90329	2015-04-08	2016-04-07
34796	90337	2015-03-21	2015-03-21
34797	90334	2015-03-21	2015-10-22
34798	90331	2015-04-08	2016-01-22
34798	90338	2015-03-21	2015-03-21
34799	90333	2015-04-08	2016-01-07
34799	90339	2015-03-21	2015-03-21
34800	90173	2016-11-15	2017-05-07
34800	90192	2016-06-13	2016-10-22
34800	90340	2015-03-21	2015-03-21
34800	90347	2015-04-08	2015-09-07
34800	90350	2015-09-22	2015-09-22
34803	91537	2015-03-21	2015-09-22
34804	91565	2015-03-21	2018-10-22
34806	91570	2015-07-22	2016-04-07
34806	91587	2015-03-21	2015-03-21
34806	91602	2015-04-08	2016-04-07
34807	91588	2015-03-21	2018-10-22
34807	91590	2015-04-08	2016-04-07
34807	91603	2015-04-08	2016-04-07
34808	91617	2015-03-21	2016-10-22
34808	91622	2015-06-08	2016-04-07
34809	91618	2015-03-21	2018-10-22
34809	91623	2015-06-08	2016-04-07
34809	91701	2018-09-22	2018-10-22
34814	91664	2015-03-21	2017-11-28
34814	91700	2015-09-07	2018-09-07
34814	91939	2017-12-07	2018-10-22
34815	91665	2015-03-21	2018-10-22
34815	91684	2015-03-21	2018-10-22
34815	91701	2016-11-15	2018-09-07
34816	91670	2015-03-21	2016-06-13
34817	91683	2015-03-21	2016-07-22
34819	91718	2015-03-21	2017-11-28
34819	91984	2017-12-07	2018-10-22
34821	91720	2015-03-21	2016-06-24
34821	92071	2017-09-23	2018-10-22
34822	91720	2016-07-06	2016-10-22
34822	91725	2015-03-21	2016-06-24
34822	91731	2016-11-15	2018-10-22
34823	91723	2015-06-08	2016-10-22
34823	91726	2015-03-21	2015-04-08
34823	91733	2016-11-15	2018-10-22
34824	91721	2015-03-21	2016-10-22
34824	91789	2015-04-08	2018-07-22
34824	91805	2018-08-22	2018-10-22
34825	91722	2015-03-21	2016-10-22
34825	91748	2017-09-23	2018-10-22
34825	91750	2015-03-21	2017-09-08
34825	91758	2015-03-21	2018-10-22
34825	91790	2015-04-08	2018-10-22
34826	91747	2017-09-23	2018-10-22
34826	91749	2015-03-21	2017-09-08
34828	91556	2018-07-22	2018-10-22
34828	91558	2016-11-15	2018-07-07
34828	91751	2015-03-21	2016-10-22
34829	91738	2016-11-15	2018-10-22
34829	91752	2015-03-21	2016-10-22
34830	91753	2015-03-21	2015-06-08
34831	91743	2016-11-15	2017-09-08
34831	91754	2015-03-21	2016-10-22
34831	91789	2018-08-07	2018-10-22
34831	91904	2018-05-23	2018-08-07
34832	91755	2015-03-21	2016-07-22
34833	91757	2015-03-21	2018-10-22
34835	91759	2015-03-21	2016-10-22
34835	91764	2016-11-15	2018-10-22
34836	91760	2015-03-21	2015-04-08
34836	91761	2015-06-08	2016-07-22
34837	91760	2015-06-08	2016-10-22
34837	91762	2015-03-21	2015-04-08
34837	91768	2016-11-15	2018-10-22
34838	91781	2015-03-21	2017-04-07
34838	91807	2018-08-22	2018-10-22
34839	91780	2017-05-07	2018-10-22
34839	91782	2015-03-21	2017-04-07
34840	91783	2015-03-21	2015-03-21
34841	91784	2015-03-21	2016-10-22
34842	91772	2016-11-15	2017-09-23
34842	91783	2015-04-08	2016-10-22
34842	91786	2015-03-21	2015-03-21
34843	91778	2016-11-15	2018-10-22
34843	91785	2015-03-21	2016-10-22
34846	91827	2015-03-21	2015-04-08
34847	91761	2016-08-07	2016-10-22
34847	91766	2016-11-15	2018-10-22
34847	91827	2015-06-08	2016-07-22
34847	91828	2015-03-21	2015-04-08
34848	91828	2015-06-08	2016-07-22
34848	91831	2015-03-21	2015-04-08
34849	91829	2015-03-21	2016-07-22
34850	91844	2018-07-22	2018-10-22
34850	91846	2015-03-21	2018-07-07
34851	91845	2018-07-22	2018-10-22
34851	91847	2015-03-21	2018-07-07
34851	92047	2015-03-21	2018-10-22
34852	91848	2015-03-21	2016-10-22
34853	91837	2018-07-22	2018-10-22
34853	91838	2016-11-15	2018-07-07
34853	91849	2015-03-21	2015-04-08
34853	91850	2015-06-08	2016-10-22
34854	91840	2018-07-22	2018-10-22
34854	91841	2016-11-15	2018-07-07
34854	91849	2015-06-08	2016-10-22
34854	91851	2015-03-21	2015-04-08
34855	91863	2018-07-22	2018-10-22
34855	91865	2015-03-21	2018-07-07
34857	91867	2015-03-21	2015-03-21
34858	91868	2015-03-21	2015-04-08
34859	91869	2015-03-21	2015-03-21
34860	91885	2015-03-21	2016-10-22
34861	91886	2015-03-21	2015-04-08
34862	91687	2018-06-07	2018-10-22
34862	91905	2016-11-15	2018-05-08
34862	91910	2015-03-21	2018-05-23
34864	91718	2017-12-07	2018-10-22
34864	91939	2015-03-21	2017-11-28
34865	91941	2015-03-21	2018-06-07
34865	91977	2015-03-21	2018-10-22
34865	91979	2016-11-15	2018-07-07
34866	91779	2017-05-07	2017-11-28
34866	91802	2017-12-07	2018-10-22
34866	91962	2015-03-21	2017-04-07
34868	91976	2015-03-21	2016-07-06
34870	92004	2015-03-21	2018-10-22
34871	92005	2015-03-21	2018-10-22
34872	92014	2016-11-15	2018-10-22
34872	92019	2015-03-21	2016-10-22
34874	91779	2017-12-07	2018-10-22
34874	92031	2015-03-21	2017-11-28
34875	92032	2015-03-21	2018-10-22
34876	92046	2015-03-21	2018-10-22
34878	92067	2015-03-21	2018-10-22
34880	91669	2018-07-07	2018-10-22
34880	91683	2016-08-07	2018-10-22
34880	92088	2015-03-21	2016-07-22
34881	92073	2016-11-15	2017-09-08
34881	92081	2016-11-15	2017-01-22
34881	92087	2016-08-07	2018-10-22
34881	92089	2015-03-21	2016-07-22
38718	91544	2017-04-07	2018-10-22
38718	91564	2015-03-21	2018-10-22
38719	91573	2015-03-21	2015-03-21
38719	91589	2015-04-08	2015-04-08
38720	91575	2015-03-21	2015-03-21
38720	91586	2016-06-13	2018-10-22
38721	91592	2015-03-21	2015-03-21
38722	91580	2015-03-21	2016-06-13
38723	91594	2015-03-21	2015-03-21
38724	91607	2015-06-08	2018-10-22
38724	91608	2015-03-21	2015-04-08
38725	91613	2015-03-21	2015-10-22
38726	91625	2015-03-21	2015-03-21
38727	91615	2015-06-08	2016-04-07
38727	91616	2015-03-21	2015-04-08
38727	91620	2016-11-15	2018-08-22
38727	91621	2016-06-13	2016-10-22
38728	91631	2015-03-21	2015-04-08
38728	91635	2015-06-08	2018-10-22
38729	91634	2015-03-21	2015-06-08
38730	91646	2015-03-21	2016-10-22
38731	91649	2016-11-15	2017-07-08
38731	91650	2015-03-21	2016-10-22
38731	91662	2017-07-23	2018-10-22
38732	91659	2016-11-15	2017-07-08
38732	91660	2015-03-21	2016-10-22
38732	91690	2017-09-22	2018-10-22
38733	91663	2015-03-21	2015-03-21
38734	91667	2015-03-21	2016-01-22
38735	91686	2015-03-21	2016-07-22
38735	91953	2017-09-23	2018-10-22
38736	91674	2016-11-15	2017-09-23
38736	91675	2016-08-07	2016-10-22
38736	91676	2015-03-21	2016-07-22
38737	91681	2015-06-08	2015-10-22
38737	91682	2015-03-21	2015-04-08
38738	91874	2016-11-15	2017-12-08
38738	91875	2015-03-21	2016-10-22
38738	91904	2018-08-22	2018-10-22
38739	91890	2015-03-21	2015-03-21
38740	91892	2015-03-21	2016-07-22
38741	91878	2015-03-21	2015-03-21
38742	91896	2015-06-08	2016-10-22
38742	91897	2015-03-21	2015-04-08
38742	91976	2018-07-22	2018-10-22
38742	91978	2016-11-15	2018-07-07
38743	91899	2016-11-15	2018-08-07
38743	91900	2015-03-21	2016-10-22
38743	91910	2018-08-22	2018-10-22
38744	91902	2015-03-21	2018-10-22
38745	91724	2016-07-22	2016-10-22
38745	91727	2016-07-06	2016-07-06
38745	91729	2016-11-15	2018-10-22
38745	91929	2015-06-08	2016-06-24
38745	91930	2015-03-21	2015-04-08
38746	91928	2016-11-15	2018-10-22
38746	91929	2016-07-06	2016-10-22
38746	91935	2015-03-21	2016-06-24
38747	91937	2018-07-22	2018-10-22
38747	91938	2015-03-21	2018-07-07
38748	91538	2018-02-07	2018-10-22
38748	91653	2015-06-08	2017-07-22
38748	91691	2016-12-07	2017-09-07
38748	91944	2015-03-21	2016-07-22
38749	91961	2015-03-21	2015-04-08
38749	91965	2015-06-08	2016-10-22
38750	91703	2015-09-07	2017-01-22
38750	91950	2016-11-15	2017-05-23
38750	91951	2015-03-21	2016-10-22
38750	91956	2017-05-07	2018-10-22
38751	91955	2015-03-21	2015-03-21
38752	91969	2015-03-21	2015-03-21
38752	91971	2016-11-15	2018-10-22
38752	91972	2015-04-08	2016-10-22
38753	91983	2015-03-21	2015-03-21
38754	91999	2016-11-15	2018-10-22
38754	92000	2015-03-21	2016-10-22
38755	92003	2015-03-21	2016-10-22
38756	92017	2016-11-15	2016-11-22
38756	92018	2015-03-21	2016-10-22
38757	92010	2015-03-21	2016-10-22
38758	92012	2016-11-15	2018-10-22
38758	92013	2015-03-21	2016-10-22
38759	92024	2015-06-08	2016-10-22
38759	92025	2015-03-21	2015-04-08
38760	92029	2015-06-08	2016-10-22
38760	92030	2015-03-21	2015-04-08
38761	92038	2016-11-15	2018-10-22
38761	92039	2015-03-21	2016-10-22
38762	92041	2016-11-15	2018-10-22
38762	92042	2015-03-21	2016-10-22
38763	92044	2016-11-15	2018-10-22
38763	92045	2015-03-21	2016-10-22
38764	92050	2016-11-15	2018-10-22
38764	92051	2015-03-21	2016-10-22
38765	92053	2016-11-15	2018-10-22
38765	92054	2015-03-21	2016-10-22
38766	92056	2016-11-15	2018-10-22
38766	92057	2015-03-21	2016-10-22
38767	92059	2016-11-15	2018-10-22
38767	92060	2015-03-21	2016-10-22
38768	92062	2016-11-15	2018-10-22
38768	92063	2015-03-21	2016-10-22
38769	92065	2016-11-15	2018-10-22
38769	92066	2015-03-21	2016-10-22
38770	91873	2017-12-22	2018-01-22
38770	91885	2017-12-22	2018-10-22
38770	91887	2016-11-15	2017-12-07
38770	92074	2015-06-08	2016-10-22
38770	92075	2015-03-21	2015-04-08
38771	92072	2016-11-15	2017-09-08
38771	92078	2017-09-08	2017-09-23
38771	92080	2016-11-15	2017-01-22
38771	92082	2015-03-21	2016-10-22
38771	92086	2016-08-07	2018-10-22
38772	92084	2016-11-15	2018-10-22
38772	92085	2015-03-21	2016-10-22
52118	88810	2016-06-13	2018-10-22
52118	88840	2015-04-08	2016-04-07
52127	88851	2015-04-08	2015-07-22
52133	88835	2016-06-13	2017-04-07
52133	88852	2015-04-08	2016-04-07
52136	88833	2016-06-13	2017-04-07
52136	88853	2015-04-08	2016-04-07
52137	88854	2015-04-08	2016-04-07
65118	92345	2016-08-07	2017-07-08
65118	93233	2015-04-08	2016-07-22
65250	90066	2015-04-08	2016-04-07
65350	89920	2017-04-07	2017-05-22
65350	89922	2015-06-08	2017-03-22
65350	89945	2015-04-08	2015-04-08
65351	89928	2015-06-08	2016-08-29
65351	89946	2015-04-08	2015-04-08
65569	90950	2015-04-08	2016-01-22
65582	90970	2016-04-07	2016-08-29
65584	90977	2015-04-08	2015-04-08
65584	91341	2015-06-08	2016-02-22
65584	91355	2015-06-08	2016-02-22
65585	90962	2016-04-07	2018-10-22
65585	90972	2015-04-08	2016-03-22
65588	90967	2016-04-07	2017-04-07
65588	90978	2015-04-08	2016-03-22
65590	90964	2016-04-07	2016-07-22
65590	90973	2015-04-08	2016-03-22
65595	90989	2017-04-07	2018-10-22
65667	91253	2018-03-22	2018-03-22
65667	91258	2018-04-07	2018-10-22
65667	91289	2015-04-08	2018-03-07
65706	91375	2016-02-22	2016-03-22
65706	91382	2015-04-08	2016-02-07
65730	91334	2015-04-08	2016-02-07
65739	91521	2016-11-15	2017-09-07
65739	91525	2015-04-08	2016-10-22
65739	91530	2017-09-23	2018-10-22
74568	91776	2016-11-15	2018-10-22
74568	91786	2015-06-08	2016-10-22
74568	91787	2015-04-08	2015-04-08
74573	91791	2015-04-08	2016-10-22
74587	91856	2016-11-15	2018-01-22
74587	91867	2015-04-08	2016-10-22
74587	91872	2018-02-07	2018-10-22
74589	91861	2018-07-07	2018-10-22
74589	91862	2016-11-15	2018-04-07
74589	91869	2015-04-08	2016-10-22
74600	91988	2015-04-08	2017-03-22
78563	91571	2015-04-08	2015-06-08
78564	91583	2015-04-08	2018-04-07
78566	91586	2015-04-08	2016-04-07
78567	91601	2015-04-08	2016-04-07
78570	91617	2016-11-15	2018-10-22
78570	91626	2015-04-08	2015-04-08
78570	91700	2018-09-22	2018-10-22
78577	91663	2015-04-08	2015-06-08
78577	91694	2016-12-07	2018-10-22
78583	91890	2015-04-08	2016-07-22
78585	91877	2018-07-22	2018-10-22
78585	91878	2015-04-08	2018-07-07
78586	91880	2015-06-08	2018-10-22
78586	91881	2015-04-08	2015-04-08
78594	91945	2015-04-08	2016-07-22
78597	91954	2016-11-15	2017-09-08
78597	91955	2015-04-08	2016-10-22
78598	91968	2016-11-15	2018-10-22
78598	91969	2015-04-08	2016-10-22
78600	91974	2018-07-22	2018-10-22
78600	91975	2015-04-08	2018-07-07
120336	89628	2016-03-23	2016-06-16
120336	89648	2015-05-30	2015-12-14
120336	89967	2015-03-05	2015-05-14
